Unitid,Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Sisascp,Sisastp,Sisinst,Sislect,Sisnork,Sisprof,Sistotl
140164,13192,24659,24659,13192,24659,24659,23272,34739,34739,1,202,207,31,129,0,137,706
140234,29608,43286,40288,29608,43286,40288,29608,43286,40288,1,11,23,4,0,0,32,70
140243,10120,14220,0,10120,14220,0,12670,16770,0,1,0,0,92,0,0,0,92
140252,14697,28077,28077,14697,28077,28077,14697,28077,28077,1,37,62,2,0,0,23,124
140331,5062,10842,0,5062,10842,0,7102,12882,0,1,0,0,0,0,173,0,173
140340,20330,27980,0,20330,27980,0,20330,27980,0,1,4,0,0,0,0,5,9
140447,37131,48212,48212,37131,48212,48212,37131,48212,48212,1,151,143,21,3,0,135,453
140553,0,0,47345,0,0,47345,0,0,47345,1,50,44,27,0,0,35,156
140599,5516,10495,0,5516,10495,0,7556,12535,0,1,0,0,56,0,0,0,56
140678,5891,10562,10770,5891,10562,10770,7931,12602,12810,1,0,0,0,0,71,0,71
140696,36380,47680,46430,36380,47680,46430,36380,47680,46430,1,16,8,4,14,1,18,61
140720,16486,23850,23850,16486,23850,23850,16486,23850,23850,1,5,38,4,0,0,5,52
140818,24620,32420,34090,24620,32420,34090,24620,32420,34090,1,28,38,18,0,1,45,130
140872,25730,33730,32794,25730,33730,32794,25730,33730,32794,1,21,33,8,2,0,11,75
140942,5984,12590,0,5984,12590,0,8024,14630,0,1,0,0,0,0,87,0,87
140951,37905,51279,51279,37905,51279,51279,37905,51279,51279,1,0,0,0,0,0,496,496
140960,9220,17220,16174,9220,17220,16174,18981,26981,25935,1,32,56,49,12,2,21,172
140988,24605,37821,33230,24605,37821,33230,24605,37821,33230,1,13,67,5,0,5,12,102
141006,4928,11928,8828,4928,11928,8828,6968,13968,10868,1,0,0,53,0,0,0,53
141060,30934,42879,42879,30934,42879,42879,30934,42879,42879,1,55,46,22,23,0,30,176
141097,11532,23202,18862,11532,23202,18862,22560,34230,29890,1,53,76,1,33,28,35,226
141158,5559,11124,0,5559,11124,0,7599,13164,0,1,0,0,45,0,0,0,45
141167,22260,36760,24860,22260,36760,24860,22260,36760,24860,1,15,24,9,1,0,5,54
141185,25248,31248,31792,25248,31248,31792,25248,31248,31792,1,5,21,1,0,0,14,41
141237,21710,28410,28410,21710,28410,28410,21710,28410,28410,1,12,17,3,0,1,5,38
141255,5875,12864,0,5875,12864,0,7915,14904,0,1,0,0,112,0,0,0,112
141264,13065,22176,20746,13065,22176,20746,23990,33101,31671,1,89,168,62,23,10,132,484
141325,23725,33685,32375,23725,33685,32375,23725,33685,32375,1,14,13,1,0,0,20,48
141334,13645,20732,21299,13645,20732,21299,23711,30798,31365,1,111,169,64,54,0,112,510
141361,30155,36455,36505,30155,36455,36505,30155,36455,36505,1,18,38,10,0,0,8,74
141468,19414,30584,0,19414,30584,0,19414,30584,0,1,0,0,0,0,33,0,33
141486,23879,36024,35309,23879,36024,35309,23879,36024,35309,1,28,21,0,16,0,24,89
141565,9846,21692,17326,9846,21692,17326,21606,33452,29086,1,83,55,28,0,0,55,221
141574,12544,26111,22996,12544,26111,22996,30112,43679,40564,1,349,314,138,0,0,480,1281
141644,23360,35910,36590,23360,35910,36590,23360,35910,36590,1,65,89,39,1,0,35,229
141680,5244,17090,0,5244,17090,0,9996,21842,0,1,16,30,42,0,0,43,131
141796,5274,17120,0,5274,17120,0,10026,21872,0,1,42,49,51,0,0,45,187
141802,6324,18170,0,6324,18170,0,11076,22922,0,1,7,18,29,0,0,3,57
141811,5269,17115,0,5269,17115,0,10021,21867,0,1,16,46,51,0,0,44,157
141839,6342,18188,0,6342,18188,0,11094,22940,0,1,14,37,29,0,0,13,93
141981,9276,21122,0,9276,21122,0,20796,32642,0,1,18,13,5,0,0,18,54
141990,5254,17100,0,5254,17100,0,10006,21852,0,1,2,11,13,0,0,18,44
142054,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,19
142090,15830,27060,23610,15830,27060,23610,15830,27060,23610,1,0,0,0,0,0,10,10
142115,12230,20346,20944,12230,20346,20944,24830,32946,33544,1,203,131,0,0,156,160,650
142179,7217,17741,0,7217,17741,0,12867,23391,0,1,0,0,35,0,0,0,35
142276,12788,21068,21068,12788,21068,21068,25120,33400,33400,1,105,144,82,80,0,142,553
142285,11712,19598,19598,11712,19598,19598,24788,32674,32674,1,139,134,33,6,60,178,550
142294,26955,32455,35456,26955,32455,35456,26955,32455,35456,1,10,20,16,0,8,29,83
142328,11326,17836,17426,11326,17836,17426,21636,28146,27736,1,31,42,19,2,1,64,159
142337,22431,29926,0,22431,29926,0,22431,29926,0,1,0,0,10,0,0,0,10
142443,6942,14502,14142,7950,15510,15150,11622,19182,18822,1,0,0,156,0,5,0,161
142461,30650,39300,36550,30650,39300,36550,30650,39300,36550,1,41,29,5,0,0,27,102
142522,6468,11398,11398,6468,11398,11398,6468,11398,11398,1,0,0,0,0,541,0,541
142559,8078,13100,12378,9078,14100,13378,12158,17180,16458,1,30,36,39,0,0,53,158
142887,33020,39374,0,33020,39374,0,33020,39374,0,1,0,0,31,0,0,0,31
143048,44305,53545,58495,44305,53545,58495,44305,53545,58495,1,45,33,0,8,8,58,152
143084,38035,43035,47137,38035,43035,47137,38035,43035,47137,1,35,55,30,0,0,68,188
143118,30118,30118,33228,30118,30118,33228,30118,30118,33228,1,41,59,5,0,0,19,124
143215,9314,17830,0,14914,23430,0,18806,27322,0,1,39,79,10,0,2,25,155
143279,8760,15276,0,12030,18546,0,12030,18546,0,1,19,21,35,0,0,58,133
143288,20056,21556,26616,20056,21556,26616,20056,21556,26616,1,0,0,0,0,0,37,37
143358,36440,42040,42090,36440,42040,42090,36440,42040,42090,1,113,93,33,11,0,95,345
143613,7338,11118,0,9018,12798,0,9970,13750,0,1,0,0,0,0,50,0,50
144005,14732,23202,23202,14732,23202,23202,21124,29594,29594,1,84,69,0,92,0,54,299
144050,0,0,64988,0,0,64988,0,0,64988,1,391,514,84,136,42,797,1964
144157,7840,19204,0,10731,22095,0,12268,23632,0,1,3,9,52,0,6,3,73
144166,7840,19204,0,10731,22095,0,12268,23632,0,1,0,10,64,0,0,1,75
144175,7840,19204,0,10731,22095,0,12268,23632,0,1,5,14,35,0,1,3,58
144184,7840,19204,0,10731,22095,0,12268,23632,0,1,12,20,50,0,2,7,91
144193,7840,19204,0,10731,22095,0,12268,23632,0,1,7,17,29,0,0,4,57
144209,7840,19204,0,10731,22095,0,12268,23632,0,1,20,44,43,0,0,6,113
144218,7840,19204,0,10731,22095,0,12268,23632,0,1,18,24,51,0,0,10,103
144281,28302,40677,40677,28302,40677,40677,28302,40677,40677,1,184,75,0,70,0,49,378
144351,30498,36348,38862,30498,36348,38862,30498,36348,38862,1,58,46,100,0,0,35,239
144467,16346,22247,0,16346,22247,0,16346,22247,0,1,0,0,0,0,21,0,21
